"ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","TotalPrkng","MaintFee","TypeDwel","Bylaw Restrictions","# of Kitchens","# of Pets","# or % of Rentals Allowed","Title to Land","Area","Bath Ensuite # Of Pcs","Bath1 #Pcs","Bath1 Ensuite?","Bath1 Level","Bath2 #Pcs","Bath2 Ensuite?","Bath2 Level","Bath3 #Pcs","Bath3 Ensuite?","Bath3 Level","Bath4 #Pcs","Bath4 Ensuite?","Bath4 Level","Bath5 #Pcs","Bath5 Ensuite?","Bath5 Level","Bath6 #Pcs","Bath6 Ensuite?","Bath6 Level","Bath7 #Pcs","Bath7 Ensuite?","Bath7 Level","Bath8 #Pcs","Bath8 Ensuite?","Bath8 Level","Baths Concatenation","Bds In Bsmt","Bds Not In Bsmt","City","Complex/Subdivision Name","Concatenated Rooms","Confirm Sold Date","Cumulative DOM","Cumulative DOMLS","Days On MLS","Dwelling Classification","Entry Date","Entry Date Delay","Expiry Date","Fireplaces","Floor Area - Unfinished","Floor Area Fin - Abv Main","Floor Area Fin - Basement","Floor Area Fin - BLW Main","Floor Area Fin - Main Flr","Floor Area Fin - Total","Full Baths","Full Height","General Date","Geocode Quality","GST Incl","Half Baths","How Sold","Jurisdiction","Land Lease Expiry Year","List Price","Measurement Type","Member Board Affiliation","Municipality","Neighborhood Code","No. Floor Levels","Postal Code","Price Date","Price Per SQFT","Processed Date","Prop Type","Property Disclosure","Province","Region","Restricted Age","Room 1 Dimension 1","Room 1 Dimension 2","Room 1 Level","Room 1 Type","Room 10 Dimension 1","Room 10 Dimension 2","Room 10 Level","Room 10 Type","Room 11 Dimension 1","Room 11 Dimension 2","Room 11 Level","Room 11 Type","Room 12 Dimension 1","Room 12 Dimension 2","Room 12 Level","Room 12 Type","Room 13 Dimension 1","Room 13 Dimension 2","Room 13 Level","Room 13 Type","Room 14 Dimension 1","Room 14 Dimension 2","Room 14 Level","Room 14 Type","Room 15 Dimension 1","Room 15 Dimension 2","Room 15 Level","Room 15 Type","Room 16 Dimension 1","Room 16 Dimension 2","Room 16 Level","Room 16 Type","Room 17 Dimension 1","Room 17 Dimension 2","Room 17 Level","Room 17 Type","Room 18 Dimension 1","Room 18 Dimension 2","Room 18 Level","Room 18 Type","Room 19 Dimension 1","Room 19 Dimension 2","Room 19 Level","Room 19 Type","Room 2 Dimension 1","Room 2 Dimension 2","Room 2 Level","Room 2 Type","Room 20 Dimension 1","Room 20 Dimension 2","Room 20 Level","Room 20 Type","Room 3 Dimension 1","Room 3 Dimension 2","Room 3 Level","Room 3 Type","Room 4 Dimension 1","Room 4 Dimension 2","Room 4 Level","Room 4 Type","Room 5 Dimension 1","Room 5 Dimension 2","Room 5 Level","Room 5 Type","Room 6 Dimension 1","Room 6 Dimension 2","Room 6 Level","Room 6 Type","Room 7 Dimension 1","Room 7 Dimension 2","Room 7 Level","Room 7 Type","Room 8 Dimension 1","Room 8 Dimension 2","Room 8 Level","Room 8 Type","Room 9 Dimension 1","Room 9 Dimension 2","Room 9 Level","Room 9 Type","Room Type Search","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","SP/OLP Ratio","Storeys in Building","Title Search","Tot Units in Strata Plan","Units in Development","Zoning"
"R2962914","T","159 46360 VALLEYVIEW ROAD","H74","$624,800","2/3/2025","93","3","3","1,473","2003","22","4","$343.83","Townhouse","PETR","1","2",,"Freehold Strata","Sardis","3","2","No","Main","4","No","Above","3","Yes","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","CENTRE ROCK FARMS AT APPLE CREEK","|FOYERMN|KITCHMN|DINRMMN|LVGRMMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|LAUNDABV|",,"93",,,"Attached","2/4/2025 8:52 AM",,"5/7/2025","1","0","871","0","0","602","1,473","2",,"5/7/2025",,,"1",,,,"$624,800",,"Chilliwack & District Real Estate Board",,,"2","V2R 5L7","3/31/2025","$424.17",,"Residential Attached","Yes","BC","Chilliwack",,"4'10","6'10","Main","Foyer","11'8","11'4","Above","Bedroom","7'6","5'","Above","Laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9'6","9'6","Main","Kitchen",,,,,"10'6","8'9","Main","Dining Room","13'5","14'6","Main","Living Room",,,,,,,,,"15'","13'4","Above","Primary Bedroom","9'10","4'10","Above","Walk-In Closet","11'8","10'4","Above","Bedroom",,,,,,,,"No",,"175","R5"
"R3036380","A","171 6450 VEDDER ROAD","H73","$628,888","8/12/2025","1","4","2","1,727","2000","25","2","$352.34","Townhouse","PETR, RENR","1","2","100","Freehold Strata","Sardis","3","4","No","Above","3","Yes","Above",,,,,,,,,,,,,,,,,,,,"0","4","Chilliwack","COUNTRY GROVE","|LVGRMMN|DINRMMN|KITCHMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|LAUNDABV|FOYERBLW|BDRMBLW|WICLOBLW|UTILBLW|",,"1",,,"Attached","8/12/2025 4:09 PM",,"2/15/2026","1","0","692","0","382","653","1,727","2",,"8/12/2025",,,"0",,,,"$628,888","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 5N7","8/12/2025","$364.15",,"Residential Attached","Yes","BC","Chilliwack",,"17'3","16'9","Main","Living Room","11'10","15'10","Below","Bedroom","5'1","7'0","Below","Walk-In Closet","5'1","5'4","Below","Utility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17'3","17'5","Main","Dining Room",,,,,"13'9","9'5","Main","Kitchen","11'11","13'8","Above","Primary Bedroom","4'11","4'0","Above","Walk-In Closet","8'4","15'1","Above","Bedroom","8'7","15'1","Above","Bedroom","5'1","4'11","Above","Laundry","5'5","9'5","Below","Foyer",,,,,,,,"No",,,"R4"
"R3031187","A","36 45175 WELLS ROAD","H71","$629,000","7/28/2025","16","2","2","1,582","1992","33","2","$359.24","Townhouse","PETR","1","1",,"Freehold Strata","Sardis","7","3","Yes","Main",,"No",,,"No",,,"No",,"4","Yes","Above",,"No",,,"No",,,"No",,,"0","2","Chilliwack","WELLSBROOKE","|LVGRMMN|DINRMMN|KITCHMN|FAMRMMN|LAUNDMN|BDRMMN|PBDRMABV|LOFTABV|",,"58",,,"Attached","7/28/2025 10:07 AM",,"12/31/2025","1","0","593","0","0","989","1,582","2",,"7/28/2025",,,"0",,,,"$629,000",,"Chilliwack & District Real Estate Board",,,"2","V2R 3K7","7/28/2025","$397.60",,"Residential Attached","Yes","BC","Chilliwack","55+","17'7","14'10","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11'10","9'3","Main","Dining Room",,,,,"10'7","11'5","Main","Kitchen","7'0","11'5","Main","Family Room","9'1","7'5","Main","Laundry","13'6","11'5","Main","Bedroom","14'8","10'11","Above","Primary Bedroom","17'7","20'9","Above","Loft",,,,,,,,,,,,"Yes",,,"R4"
"R3018804","A","1 45624 STOREY AVENUE","H71","$629,000","6/23/2025","51","3","3","1,771","2007","18","2","$436.88","Townhouse","PETR","1","2","100","Freehold Strata","Sardis","0","2","No","Main","2","No","Bsmt",,"No",,,"No",,"4","No","Above",,"No",,,"No",,,"No",,,"0","3","Chilliwack","Arlington Estates","|LVGRMMN|DINRMMN|KITCHMN|PBDRMABV|BDRMABV|BDRMABV|LAUNDABV|WICLOABV|",,"89",,,"Attached","6/24/2025 9:59 AM",,"11/30/2025","1","0","811","0","480","480","1,771","1",,"6/23/2025",,,"2",,,,"$629,000",,"Fraser Valley Real Estate Board",,,"3","V2R 0H7","7/22/2025","$355.17",,"Residential Attached",,"BC","Chilliwack",,"16'","10'","Main","Living Room","5'","6'","Above","Laundry","8'","5'","Above","Walk-In Closet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7'","13'","Main","Dining Room",,,,,"11'","9'","Main","Kitchen",,,,,,,,,,,,,"12'7","13'","Above","Primary Bedroom","9'9","11'6","Above","Bedroom","9'7","11'","Above","Bedroom",,,,,,,,"No","14","14","R5"
"R2994492","A","46 45175 WELLS ROAD","H71","$629,900","4/25/2025","110","2","2","1,155","1993","32","2","$277.12","Townhouse","AGER","1","1",,"Freehold Strata","Sardis","3","4","No","Main","3","Yes","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH4|2BATH3|","0","2","Chilliwack","Wellsbrooke","|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|BDRMMN|FOYERMN|",,"110",,,"Attached","4/25/2025 2:22 PM",,"10/24/2025","1","0","0","0","0","1,155","1,155","2",,"4/25/2025",,,"0",,,,"$629,900",,"Chilliwack & District Real Estate Board",,,"1","V2R 3K7","7/23/2025","$545.37",,"Residential Attached","Yes","BC","Chilliwack","55+","15'1","13'5","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14'2","11'1","Main","Dining Room",,,,,"13'7","12'1","Main","Kitchen","14'6","11'7","Main","Primary Bedroom","10'3","9'5","Main","Bedroom","6'9","6'11","Main","Foyer",,,,,,,,,,,,,,,,,,,,"No",,,"R4"
"R2964101","A","191 46150 THOMAS ROAD","H79","$629,900","2/5/2025","189","3","3","1,527","2022","3","4","$306.67","Townhouse","PETR, RENY","1",,,"First Nations Lease","Sardis","3","2","No","Main","4","No","Above","3","Yes","Above",,,,,,,,,,,,,,,,,"0","3","Chilliwack","Base 10","|KITCHMN|LVGRMMN|DINRMMN|DENBLW|FOYERBST|BDRMABV|BDRMABV|PBDRMABV|",,"189",,,"Attached","2/6/2025 11:22 AM",,"8/31/2025","1","0","673","0","0","653","1,527","2",,"2/5/2025",,,"1",,"CITY OF CHILLIWACK",,"$629,900",,"Chilliwack & District Real Estate Board",,,"3","V2R 6B3","5/5/2025","$412.51",,"Residential Attached","Yes","BC","Chilliwack",,"10'","15'","Main","Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13'","15'","Main","Living Room",,,,,"9'","15'","Main","Dining Room","8'10","9'6","Below","Den","3'6","11'","Bsmt","Foyer","8'3","10'8","Above","Bedroom","11'5","8'1","Above","Bedroom","10'5","12'8","Above","Primary Bedroom",,,,,,,,,,,,"No",,,"R4"
"R2981346","C","225 46150 THOMAS ROAD","H79","$629,900","3/22/2025","123","3","3","1,487","2025","0",,"$306.67","Townhouse","PETR, RENY","1",,,"First Nations Lease","Sardis","4","2","No","Main","4","Yes","Above","3","No","Abv Main 2",,,,,,,,,,,,,,,,,"0","3","Chilliwack",,"|KITCHMN|LVGRMMN|DINRMMN|FOYERBLW|DENBLW|PBDRMABV|BDRMABV|BDRMABV|WICLOABV|",,"123",,,"Attached","3/24/2025 1:00 PM",,"12/31/2025","1","0","673","0","201","613","1,487","2",,"7/23/2025",,,"1",,,,"$629,900",,"Real Estate Board of Greater Vancouver",,,"2","V2R 6B3","3/24/2025","$423.60",,"Residential Attached","Yes","BC","Chilliwack",,"10'","15'","Main","Kitchen","11'5","8'1","Above","Bedroom","4'8","6'","Above","Walk-In Closet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'","15'","Main","Living Room",,,,,"9'","15'","Main","Dining Room",,,,,"3'6","11'","Below","Foyer","8'10","9'6","Below","Den",,,,,"10'5","12'8","Above","Primary Bedroom","8'3","10'8","Above","Bedroom",,,,,,,,"Yes",,,"R4"
"R2984255","T","1401 5260 GOLDSPRING PLACE","H74","$629,900","3/31/2025","74","2","3","1,416","1996","29","4","$250.00","Townhouse","PETR","1",,"100","Freehold Strata","Sardis","5","2","No","Main","5","Yes","Above","4","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","2","Chilliwack","GOLDSPRING HEIGHTS","|LVGRMMN|DINRMMN|KITCHMN|EATARMN|PBDRMABV|BDRMABV|LAUNDBLW|STOREBLW|",,"74",,,"Attached","4/1/2025 9:18 AM",,"6/13/2025","1","0","558","0","196","662","1,416","2",,"6/13/2025",,,"1",,,,"$629,900",,"Chilliwack & District Real Estate Board",,,"3","V2R 5S5","4/1/2025","$444.84",,"Residential Attached","Yes","BC","Chilliwack",,"16'5","11'","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13'3","9'7","Main","Dining Room",,,,,"13'2","8'7","Main","Kitchen","11'2","10'11","Main","Eating Area","19'","13'4","Above","Primary Bedroom","10'6","9'8","Above","Bedroom","10'","5'","Below","Laundry","6'","5'","Below","Storage",,,,,,,,,,,"3","No","27","27","CD1"
"R3018483","A","243 46150 THOMAS ROAD","H79","$629,900","6/23/2025","51","3","3","1,526","2023","2","2","$306.67","Townhouse","PETR, RENY","1","2","100","First Nations Lease","Sardis","3","2","No","Main","3","No","Above","3","Yes","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","Base 10","|FOYERBLW|DENBLW|KITCHMN|LVGRMMN|DINRMMN|PBDRMABV|BDRMABV|BDRMABV|WICLOABV|",,"51",,,"Attached","6/23/2025 9:48 AM",,"11/30/2025","1","0","692","0","203","631","1,526","2",,"6/23/2025",,,"1",,,"2127","$629,900",,"Fraser Valley Real Estate Board",,,"3","V2S 7H4","6/20/2025","$412.78",,"Residential Attached","Yes","BC","Chilliwack",,"3'6","11'","Below","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8'10","9'6","Below","Den",,,,,"10'","15'","Main","Kitchen","12'","15'","Main","Living Room","9'","15'","Main","Dining Room","10'5","12'8","Above","Primary Bedroom","8'3","10'8","Above","Bedroom","11'5","8'1","Above","Bedroom","4'8","6'0","Above","Walk-In Closet",,,,,,,,"No",,,"R4"
"R3003522","C","62 6887 SHEFFIELD WAY","H72","$630,000","5/14/2025","63","3","3","1,543","2003","22","4","$300.00","Townhouse","PETR","1","1","100","Freehold Strata","Sardis","3","2","No","Main","4","No","Above","3","Yes","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack",,"|FOYERMN|LVGRMMN|DINRMMN|KITCHMN|LAUNDMN|BDRMABV|BDRMABV|PBDRMABV|",,"233",,,"Attached","5/15/2025 6:47 PM",,"12/14/2025","1","0","822","0","0","721","1,543","2",,"7/16/2025",,,"1",,,,"$630,000",,"Real Estate Board of Greater Vancouver",,,"2","V2R 5V5","5/29/2025","$408.30",,"Residential Attached","No","BC","Chilliwack",,"15'6","4'11","Main","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'11","18'","Main","Living Room",,,,,"9'5","10'10","Main","Dining Room","13'1","9'","Main","Kitchen","8'1","4'11","Main","Laundry",,,,,"9'5","13'11","Above","Bedroom","11'6","12'11","Above","Bedroom","11'6","14'2","Above","Primary Bedroom",,,,,,,,"No","93",,"CD6"
"R3003530","A","48 6887 SHEFFIELD WAY","H72","$630,000","5/14/2025","91","3","3","1,560","2003","22","2","$300.00","Townhouse","PETR","1","1","100","Freehold Strata","Sardis","4","3","No","Main","4","Yes","Above","3","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack",,"|KITCHMN|DINRMMN|LVGRMMN|LAUNDMN|PBDRMABV|BDRMABV|BDRMABV|WICLOABV|",,"198",,,"Attached","5/15/2025 6:48 PM",,"12/14/2025","1","0","545","0","0","1,015","1,560","3",,"5/14/2025",,,"0",,,,"$630,000",,"Real Estate Board of Greater Vancouver",,,"2","V2R 5V5","7/15/2025","$403.85",,"Residential Attached","No","BC","Chilliwack",,"7'11","12'11","Main","Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8'1","10'9","Main","Dining Room",,,,,"14'4","18'6","Main","Living Room","6'11","5'","Main","Laundry","11'7","16'1","Above","Primary Bedroom","14'","11'7","Above","Bedroom","14'","9'6","Above","Bedroom","8'","5'","Above","Walk-In Closet",,,,,,,,,,,,"No","93",,"CD6"
"R2987344","F","66 5965 JINKERSON ROAD","H74","$630,000","4/9/2025","24","4","3","1,608","2006","19","2","$385.00","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","6","3","Yes","Above","4","No","Above","2","No","Below",,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH3|2BATH4|3BATH2|","0","4","Chilliwack","EagleView Ridge","|DINRMMN|LVGRMMN|KITCHMN|PANTRMN|FOYERMN|PBDRMABV|WICLOABV|OTHERABV|BDRMABV|BDRMABV|BDRMBLW|OTHERBLW|","5/3/2025","24","24","24","Attached","4/9/2025 8:31 AM",,"7/8/2025","1","0","673","0","278","657","1,608","2",,"5/3/2025",,,"1","NOT USED",,,"$634,999",,"Fraser Valley Real Estate Board",,,"3","V2R 5Z7","5/9/2025","$391.79","5/9/2025","Residential Attached","Yes","BC","Chilliwack",,"7'11","14'0","Main","Dining Room","8'8","9'9","Above","Bedroom","9'10","13'4","Below","Bedroom","7'1","6'2","Below","Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'10","21'11","Main","Living Room",,,,,"9'6","9'8","Main","Kitchen","6'2","3'3","Main","Pantry","4'1","16'8","Main","Foyer","11'1","15'6","Above","Primary Bedroom","5'10","5'9","Above","Walk-In Closet","3'11","11'9","Above","Other","8'3","11'10","Above","Bedroom",,"5/3/2025","$630,000","$391.79","0.99","0.98",,"No","78","78","R5"
"R3011426","A","33 46778 HUDSON ROAD","H74","$633,000","6/5/2025","69","3","3","1,534","2008","17","1","$383.89","Townhouse","PETR, RENY","1","2","100","Freehold Strata","Sardis","3","4","No","Above","3","Yes","Above","2","No","Bsmt",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","Cobblestone Terrace","|KITCHMN|DINRMMN|LVGRMMN|FOYERMN|PANTRMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|RECRMBST|STOREBST|",,"69",,,"Attached","6/5/2025 2:18 PM",,"12/31/2025","1","0","639","262","0","633","1,534","2",,"6/5/2025",,,"1",,,,"$633,000",,"Fraser Valley Real Estate Board",,,"3","V2R 0K4","6/4/2025","$412.65",,"Residential Attached","Yes","BC","Chilliwack",,"8'10","9'9","Main","Kitchen","8'5","9'10","Above","Bedroom",,,,,,,,,"9'2","13'2","Bsmt","Recreation Room","14'4","4'2","Bsmt","Storage",,,,,,,,,,,,,,,,,,,,,"7'9","13'9","Main","Dining Room",,,,,"12'6","21'5","Main","Living Room","4'3","9'7","Main","Foyer","6'5","3'3","Main","Pantry",,,,,"10'11","14'9","Above","Primary Bedroom","5'10","5'8","Above","Walk-In Closet","8'4","8'11","Above","Bedroom",,,,,,,,"No",,,"R4A"
"R3008902","F","13 5805 SAPPERS WAY","H78","$635,000","5/28/2025","7","3","3","1,474","2008","17","2","$376.00","Townhouse","PETR, RENR","1",,,"Freehold Strata","Sardis","14","4","No","Main","4","Yes","Above","3","Yes","Below",,,,,,,,,,,,,,,,"|1BATH4|2BATH4|3BATH3|","0","3","Chilliwack","Forest Trails at Garrison","|LVGRMMN|DINRMMN|KITCHMN|PBDRMABV|BDRMABV|LAUNDABV|BDRMBLW|FOYERBLW|","6/4/2025","7","6","6","Attached","5/29/2025 12:19 PM",,"11/28/2025","1","0","547","0","380","547","1,474","3",,"6/4/2025",,,"0","NOT USED",,,"$639,000","Feet","Real Estate Board of Greater Vancouver",,,"3","V2R 0L7","6/17/2025","$430.80","6/17/2025","Residential Attached","Yes","BC","Chilliwack",,"13'2","11'6","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'4","9'6","Main","Dining Room",,,,,"13'2","13'5","Main","Kitchen","12'4","10'11","Above","Primary Bedroom","10'3","8'2","Above","Bedroom","3'0","3'0","Above","Laundry","13'2","11'11","Below","Bedroom","10'8","3'3","Below","Foyer",,,,,,"6/4/2025","$635,000","$430.80","0.99","0.99",,"Yes",,"44","CD9"
"R2968633","T","20 45286 WATSON ROAD","H78","$635,000","2/20/2025","96","3","3","1,778","1994","31","2","$367.60","Townhouse","PETR","1","2","100","Freehold Strata","Sardis","3","2","No","Main","4","No","Above","3","Yes","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","Watson Willows","|LVGRMMN|KITCHMN|DINRMMN|EATARMN|PBDRMABV|BDRMABV|BDRMABV|RECRMBLW|FOYERBLW|",,"96",,,"Attached","2/20/2025 10:23 AM",,"5/27/2025","1","0","675","0","426","677","1,778","2",,"5/27/2025",,,"1",,,,"$635,000","Feet","Fraser Valley Real Estate Board",,,"3","V2R 3J4","5/16/2025","$357.14",,"Residential Attached","Yes","BC","Chilliwack",,"12'1","11'4","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8'5","11'9","Main","Kitchen",,,,,"7'2","10'9","Main","Dining Room","12'3","9'7","Main","Eating Area","11'7","15'8","Above","Primary Bedroom","8'11","12'1","Above","Bedroom","10'0","12'1","Above","Bedroom","15'11","11'11","Below","Recreation Room","7'7","4'1","Below","Foyer",,,,,,,,"No",,,"R4"
"R3036522","A","24 5960 COWICHAN STREET","H78","$639,900","8/12/2025","1","4","3","1,840","2009","16","2","$425.85","Townhouse","PETY, RENY","1","2","100","Freehold Strata","Sardis","4","4","Yes","Above","4","No","Above","4","No","Bsmt",,,,,,,,,,,,,,,,,"1","3","Chilliwack","Quarters West","|LVGRMMN|DINRMMN|KITCHMN|PBDRMABV|BDRMABV|BDRMABV|RECRMBST|BDRMBST|DENBST|",,"1",,,"Attached","8/12/2025 2:52 PM",,"8/31/2026","0","0","616","608","0","616","1,840","3",,"8/12/2025",,,"0",,,,"$639,900","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0L6","8/12/2025","$347.77",,"Residential Attached","No","BC","Chilliwack",,"21'","11'7","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11'2","7'6","Main","Dining Room",,,,,"11'","11'8","Main","Kitchen","11'4","11'5","Above","Primary Bedroom","11'6","7'11","Above","Bedroom","7'6","10'1","Above","Bedroom","10'1","14'6","Bsmt","Recreation Room","10'8","10'9","Bsmt","Bedroom","7'4","10'","Bsmt","Den",,,,,,,,"Yes",,"50","CD10"
"R3004172","C","41 46778 HUDSON ROAD","H74","$639,900","5/21/2025","27","3","3","1,562","2008","17","2","$383.89","Townhouse","PETR, RENY","1","2","100","Freehold Strata","Sardis","3","2","No","Below","4","No","Above","3","Yes","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","Cobblestone Terrace","|LVGRMMN|DINRMMN|KITCHMN|FOYERMN|PBDRMABV|BDRMABV|BDRMABV|WICLOABV|RECRMBLW|",,"27",,,"Attached","5/21/2025 8:38 AM",,"12/31/2025","1","0","608","0","313","641","1,562","2",,"6/17/2025",,,"1",,,,"$639,900","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0K4","5/19/2025","$409.67",,"Residential Attached","Yes","BC","Chilliwack",,"14'11","12'6","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8'3","12'0","Main","Dining Room",,,,,"8'10","9'10","Main","Kitchen","4'5","12'10","Main","Foyer","14'5","10'10","Above","Primary Bedroom","9'11","8'5","Above","Bedroom","11'11","8'4","Above","Bedroom","6'2","5'4","Above","Walk-In Closet","12'8","9'7","Below","Recreation Room",,,,,,,,"No",,"36","R4A"
"R2995478","T","3 6029 PROMONTORY ROAD","H73","$639,900","4/30/2025","14","3","3","1,773","2019","6","3","$300.00","Townhouse","PETR","1","2",,"First Nations Lease","Sardis","4","2","No","Main","4","No","Above","4","Yes","Above",,,,,,,,,,,,,,,,,"0","3","Chilliwack","Wealick Place","|KITCHMN|DINRMMN|LVGRMMN|BDRMABV|BDRMABV|PBDRMABV|WICLOABV|FOYERBLW|RECRMBLW|",,"14",,,"Attached","4/30/2025 3:38 PM",,"5/14/2025",,"0","753","320","0","700","1,773","2",,"5/14/2025",,,"1",,"CITY OF CHILLIWACK","2144","$639,900","Feet","Chilliwack & District Real Estate Board","Chilliwack",,"3","V2R 6B1","5/9/2025","$360.91",,"Residential Attached","No","BC","Chilliwack",,"14'4","12'4","Main","Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20'3","9'10","Main","Dining Room",,,,,"20'7","16'5","Main","Living Room","10'11","10'4","Above","Bedroom","9'3","10'11","Above","Bedroom","14'1","17'6","Above","Primary Bedroom","5'10","6'0","Above","Walk-In Closet","5'7","4'9","Below","Foyer","20'1","7'2","Below","Recreation Room",,,,,,,,"No","18","18","RS3"
"R3007790","A","9 6887 SHEFFIELD WAY","H72","$639,900","5/29/2025","76","3","3","1,561","2003","22","3","$300.00","Townhouse","PETR, RENR","1","1",,"Freehold Strata","Sardis","3","2","No","Main",,"No",,,"No",,,"No",,"3","Yes","Main",,"No",,,"No",,,"No",,"9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|","0","3","Chilliwack","Parksfield","|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|DENMN|BDRMABV|BDRMABV|STUDYABV|",,"143",,,"Attached","5/29/2025 8:43 AM",,"9/30/2025","1","0","546","0","0","1,015","1,561","2",,"5/29/2025",,,"1",,,,"$639,900",,"Chilliwack & District Real Estate Board",,,"2","V2R 5V5","7/30/2025","$409.93",,"Residential Attached","Yes","BC","Chilliwack",,"14'6","12'10","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7'7","8'8","Main","Dining Room",,,,,"10'8","8'8","Main","Kitchen","12'6","13'10","Main","Primary Bedroom","9'","10'10","Main","Den","12'6","13'2","Above","Bedroom","12'6","12'3","Above","Bedroom","4'","3'","Above","Study",,,,,,,,,,,,"No",,"93","CD6"
"R3034409","A","10 46330 VALLEYVIEW ROAD","H74","$639,900","8/7/2025","6","4","2","1,638","2002","23","2","$433.00","Townhouse","PETR, RENR","1","2","100","Freehold Strata","Sardis","3","3","Yes","Main","3","No","Below",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","4","Chilliwack",,"|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|BDRMMN|FOYERBLW|UTILBLW|LAUNDBLW|BDRMBLW|BDRMBLW|",,"6",,,"Attached","8/7/2025 8:45 AM",,"12/31/2025","1","0","0","0","674","964","1,638","2",,"8/7/2025",,,"0",,,,"$639,900","Feet","Fraser Valley Real Estate Board",,,"2","V2R 5S6","8/6/2025","$390.66",,"Residential Attached","Yes","BC","Chilliwack",,"13'7'","11'6'","Main","Living Room","19'3'","13'4'","Below","Bedroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9'1'","11'9'","Main","Dining Room",,,,,"8'11'","13'9'","Main","Kitchen","11'6'","13'5'","Main","Primary Bedroom","10'11","11'8'","Main","Bedroom","5'8'","5'9'","Below","Foyer","6'1'","9'0'","Below","Utility","6'11'","5'8'","Below","Laundry","9'5'","12'8'","Below","Bedroom",,,,,,,,"No","14","14","R4"
